ID|Reference|Date|Amount|Account|Status
32043|REF032043|2025-07-24 17:26:59.77121|97263.99|ACC09693|SUCCESS
32044|REF032044|2025-07-05 11:42:30.352975|14631.21|ACC05894|FAILED
32045|REF032045|2025-07-04 12:44:47.356761|69228.83|ACC07168|FAILED
32046|REF032046|2025-07-13 13:22:15.279452|85490.80|ACC01458|FAILED
32047|REF032047|2025-07-06 13:01:08.277738|95934.80|ACC01992|FAILED
32048|REF032048|2025-07-24 10:55:44.037695|76539.76|ACC08214|FAILED
32049|REF032049|2025-07-04 19:26:25.678329|69819.20|ACC01385|FAILED
32050|REF032050|2025-07-13 21:03:39.549497|20428.60|ACC02102|SUCCESS
32051|REF032051|2025-07-07 21:33:00.957347|67038.73|ACC02431|FAILED
32052|REF032052|2025-07-19 20:15:32.402751|94698.08|ACC05263|SUCCESS
32053|REF032053|2025-07-12 23:43:24.923483|65270.43|ACC03392|SUCCESS
32054|REF032054|2025-07-08 16:15:14.67529|52018.06|ACC01500|FAILED
32055|REF032055|2025-07-03 08:20:46.986283|65686.03|ACC09656|SUCCESS
32056|REF032056|2025-07-20 00:31:37.727261|59514.06|ACC08765|FAILED
32057|REF032057|2025-07-11 13:12:34.617847|48370.60|ACC05790|FAILED
32058|REF032058|2025-07-22 19:30:38.932333|86881.28|ACC09776|SUCCESS
32059|REF032059|2025-07-23 11:38:48.368489|70379.95|ACC07336|SUCCESS
32060|REF032060|2025-07-03 01:10:54.00995|35055.00|ACC09743|FAILED
32061|REF032061|2025-07-10 21:22:52.712154|7343.04|ACC04146|FAILED
32062|REF032062|2025-07-04 17:17:07.395944|21479.95|ACC06311|FAILED
32063|REF032063|2025-07-04 15:55:40.262643|3512.53|ACC03189|SUCCESS
32064|REF032064|2025-06-28 13:05:23.335971|26424.94|ACC02660|FAILED
32065|REF032065|2025-07-16 11:25:27.456932|17387.16|ACC05004|SUCCESS
32066|REF032066|2025-07-16 20:49:46.509296|72177.39|ACC03705|FAILED
32067|REF032067|2025-07-10 08:43:18.194008|97292.62|ACC09916|FAILED
32068|REF032068|2025-07-21 17:51:48.899338|39166.64|ACC08828|SUCCESS
32069|REF032069|2025-07-01 16:17:16.819054|15483.62|ACC08942|FAILED
32070|REF032070|2025-07-19 09:58:07.896283|37122.74|ACC05331|SUCCESS
32071|REF032071|2025-06-29 13:24:18.190526|79429.54|ACC05631|SUCCESS
32072|REF032072|2025-07-10 17:18:34.465377|40894.84|ACC08308|SUCCESS
32073|REF032073|2025-07-26 13:04:43.331656|20928.96|ACC05187|FAILED
32074|REF032074|2025-07-12 07:23:48.401587|17105.22|ACC06012|SUCCESS
32075|REF032075|2025-07-07 17:36:07.911481|80984.15|ACC05137|FAILED
32076|REF032076|2025-07-22 10:30:33.338598|26848.22|ACC08589|SUCCESS
32077|REF032077|2025-07-12 07:38:57.167452|57086.25|ACC08732|FAILED
32078|REF032078|2025-06-27 17:02:26.836917|55115.99|ACC03871|FAILED
32079|REF032079|2025-07-24 20:21:56.892997|41890.00|ACC03006|SUCCESS
32080|REF032080|2025-07-05 15:51:02.597195|46430.78|ACC04270|SUCCESS
32081|REF032081|2025-07-03 17:57:12.267306|51591.24|ACC04727|FAILED
32082|REF032082|2025-07-15 12:46:02.078454|49980.20|ACC06630|SUCCESS
32083|REF032083|2025-07-13 21:08:56.380529|72186.65|ACC02526|SUCCESS
32084|REF032084|2025-07-02 11:02:20.734337|83089.50|ACC05907|SUCCESS
32085|REF032085|2025-07-15 00:16:38.065518|6329.92|ACC07584|SUCCESS
32086|REF032086|2025-07-15 08:29:30.868186|40448.65|ACC01190|FAILED
32087|REF032087|2025-07-03 14:10:37.254416|33568.11|ACC09492|SUCCESS
32088|REF032088|2025-07-19 18:31:25.593891|96730.80|ACC07281|FAILED
32089|REF032089|2025-07-16 13:18:53.548562|57542.87|ACC01987|FAILED
32090|REF032090|2025-07-01 06:03:39.692381|25117.42|ACC06352|SUCCESS
32091|REF032091|2025-07-15 22:52:51.901651|75568.51|ACC06662|FAILED
32092|REF032092|2025-06-27 05:47:32.72147|79755.25|ACC02287|FAILED
32093|REF032093|2025-07-10 19:30:09.145712|21305.14|ACC04626|SUCCESS
32094|REF032094|2025-07-05 08:29:56.332425|61079.23|ACC01227|SUCCESS
32095|REF032095|2025-07-08 18:37:29.822202|95383.56|ACC05838|FAILED
32096|REF032096|2025-06-29 01:17:05.171558|28434.07|ACC09940|FAILED
32097|REF032097|2025-07-12 13:03:34.944582|10557.94|ACC05981|FAILED
32098|REF032098|2025-07-15 09:08:59.282718|40437.55|ACC05316|FAILED
32099|REF032099|2025-07-22 22:01:20.85303|11010.56|ACC03952|FAILED
32100|REF032100|2025-07-03 15:50:58.421784|32321.66|ACC01739|FAILED
32101|REF032101|2025-07-09 17:32:55.427137|66462.75|ACC01470|FAILED
32102|REF032102|2025-07-26 14:50:33.703442|58824.36|ACC09172|FAILED
32103|REF032103|2025-07-05 22:14:01.058543|2389.55|ACC04566|SUCCESS
32104|REF032104|2025-07-26 03:36:39.927816|46222.96|ACC02022|SUCCESS
32105|REF032105|2025-07-03 21:12:15.756211|43777.83|ACC06756|FAILED
32106|REF032106|2025-07-18 19:00:32.042059|32181.21|ACC07844|SUCCESS
32107|REF032107|2025-07-20 23:32:56.024526|52549.29|ACC03617|SUCCESS
32108|REF032108|2025-07-15 05:14:29.612192|38187.21|ACC08762|SUCCESS
32109|REF032109|2025-07-06 19:59:37.029907|44960.60|ACC08284|FAILED
32110|REF032110|2025-07-15 02:31:46.056143|92481.44|ACC06311|SUCCESS
32111|REF032111|2025-07-03 06:03:33.542203|52557.50|ACC07513|FAILED
32112|REF032112|2025-07-10 14:10:05.26801|46571.21|ACC03687|SUCCESS
32113|REF032113|2025-07-20 18:31:25.857659|1422.06|ACC03722|SUCCESS
32114|REF032114|2025-07-08 07:47:41.366775|31810.54|ACC05353|FAILED
32115|REF032115|2025-07-04 17:42:10.643363|98549.38|ACC04953|FAILED
32116|REF032116|2025-07-01 05:58:54.800822|43096.07|ACC03453|FAILED
32117|REF032117|2025-07-12 22:24:16.065207|50185.63|ACC09868|SUCCESS
32118|REF032118|2025-07-25 10:31:41.415196|18191.30|ACC03592|SUCCESS
32119|REF032119|2025-07-22 05:22:32.03243|29830.96|ACC09359|SUCCESS
32120|REF032120|2025-07-12 00:49:52.014134|73690.69|ACC08380|FAILED
32121|REF032121|2025-07-03 01:56:06.655857|65391.59|ACC05197|SUCCESS
32122|REF032122|2025-07-10 21:32:19.215726|67740.78|ACC05246|FAILED
32123|REF032123|2025-07-26 20:46:00.553191|23381.81|ACC01615|SUCCESS
32124|REF032124|2025-07-07 05:14:26.81003|45792.70|ACC07347|FAILED
32125|REF032125|2025-07-18 08:23:18.515239|84038.40|ACC06404|FAILED
32126|REF032126|2025-07-16 21:53:06.531487|22450.46|ACC07899|FAILED
32127|REF032127|2025-06-27 18:30:47.623072|41946.93|ACC09060|SUCCESS
32128|REF032128|2025-07-03 12:05:09.483008|59107.21|ACC07560|FAILED
32129|REF032129|2025-07-03 12:25:01.833864|28133.35|ACC09247|SUCCESS
32130|REF032130|2025-07-06 18:41:48.231257|48784.87|ACC02535|SUCCESS
32131|REF032131|2025-07-09 00:27:35.251168|90022.26|ACC07198|SUCCESS
32132|REF032132|2025-06-29 19:56:57.884789|67441.97|ACC02409|FAILED
32133|REF032133|2025-07-15 00:15:54.205136|76510.66|ACC08704|FAILED
32134|REF032134|2025-07-06 04:02:57.772678|97073.02|ACC02650|SUCCESS
32135|REF032135|2025-07-12 22:41:33.709947|79205.58|ACC07097|SUCCESS
32136|REF032136|2025-07-03 18:44:54.092174|86887.57|ACC01251|SUCCESS
32137|REF032137|2025-07-20 23:54:29.5045|69876.69|ACC01320|SUCCESS
32138|REF032138|2025-07-01 07:27:06.805256|51561.16|ACC01195|SUCCESS
32139|REF032139|2025-07-10 13:12:37.516175|24391.77|ACC05515|SUCCESS
32140|REF032140|2025-07-14 20:45:55.155208|24244.38|ACC08279|FAILED
32141|REF032141|2025-06-27 17:01:33.803181|46641.62|ACC03827|SUCCESS
32142|REF032142|2025-07-16 12:40:44.51967|15582.05|ACC07437|FAILED
32143|REF032143|2025-06-30 03:06:38.649027|51998.58|ACC09153|SUCCESS
32144|REF032144|2025-06-28 02:17:59.366919|25187.53|ACC07231|SUCCESS
32145|REF032145|2025-07-03 05:51:57.511602|56307.86|ACC09086|FAILED
32146|REF032146|2025-07-22 00:03:22.093424|25141.76|ACC01438|SUCCESS
32147|REF032147|2025-07-05 00:13:42.021094|16344.58|ACC09181|SUCCESS
32148|REF032148|2025-07-05 13:15:39.530585|12940.76|ACC03380|SUCCESS
32149|REF032149|2025-07-19 19:58:19.049158|74946.02|ACC03392|SUCCESS
32150|REF032150|2025-07-10 12:20:46.126205|99351.89|ACC09908|FAILED
32151|REF032151|2025-07-12 02:07:00.686689|30588.40|ACC06940|FAILED
32152|REF032152|2025-07-12 04:48:54.218297|54537.93|ACC06824|SUCCESS
32153|REF032153|2025-07-02 18:53:22.261815|24183.46|ACC08442|FAILED
32154|REF032154|2025-07-16 05:18:18.490727|25023.80|ACC08867|FAILED
32155|REF032155|2025-07-23 06:15:22.556208|37175.89|ACC05405|SUCCESS
32156|REF032156|2025-07-23 20:54:29.539178|28066.25|ACC02995|FAILED
32157|REF032157|2025-07-17 15:04:24.09672|27361.89|ACC08106|SUCCESS
32158|REF032158|2025-07-08 02:50:00.051086|21431.29|ACC01225|FAILED
32159|REF032159|2025-07-19 21:23:01.048488|4475.07|ACC03163|FAILED
32160|REF032160|2025-07-10 04:26:24.530806|82675.61|ACC06510|FAILED
32161|REF032161|2025-07-17 18:35:33.351931|9688.75|ACC08639|SUCCESS
32162|REF032162|2025-07-24 18:01:22.244558|75332.43|ACC02588|FAILED
32163|REF032163|2025-07-25 05:28:34.707491|24547.57|ACC04200|FAILED
32164|REF032164|2025-07-16 07:07:23.115121|85082.03|ACC07043|SUCCESS
32165|REF032165|2025-06-29 05:36:04.392682|50048.00|ACC08299|FAILED
32166|REF032166|2025-07-25 13:48:45.394097|38138.36|ACC03071|SUCCESS
32167|REF032167|2025-06-27 11:25:53.949177|30422.94|ACC04706|FAILED
32168|REF032168|2025-06-28 04:42:41.136066|12890.89|ACC02018|FAILED
32169|REF032169|2025-06-28 20:20:51.700706|3358.11|ACC09057|SUCCESS
32170|REF032170|2025-07-11 19:17:59.111412|54744.62|ACC04273|FAILED
32171|REF032171|2025-07-12 08:49:44.969717|56725.28|ACC04587|SUCCESS
32172|REF032172|2025-07-01 10:48:27.482098|27791.22|ACC05587|FAILED
32173|REF032173|2025-07-01 07:03:20.83613|56477.39|ACC07128|SUCCESS
32174|REF032174|2025-07-16 21:00:09.342876|97370.39|ACC07536|FAILED
32175|REF032175|2025-06-27 06:56:58.668169|27779.48|ACC01249|SUCCESS
32176|REF032176|2025-07-25 07:50:38.891668|3151.64|ACC08788|SUCCESS
32177|REF032177|2025-07-01 05:40:00.58383|61090.09|ACC02195|SUCCESS
32178|REF032178|2025-07-11 06:32:08.292094|71653.16|ACC03001|SUCCESS
32179|REF032179|2025-07-16 14:59:18.771333|24227.15|ACC03255|SUCCESS
32180|REF032180|2025-07-06 14:00:42.954432|19062.61|ACC01894|FAILED
32181|REF032181|2025-07-03 06:13:56.176873|82743.86|ACC03487|FAILED
32182|REF032182|2025-07-01 08:28:14.85447|35871.10|ACC06484|SUCCESS
32183|REF032183|2025-07-23 00:02:53.059457|9894.84|ACC02110|SUCCESS
32184|REF032184|2025-07-17 06:55:01.966229|84778.36|ACC09157|SUCCESS
32185|REF032185|2025-07-07 16:21:39.850191|6151.57|ACC02876|SUCCESS
32186|REF032186|2025-07-02 21:30:41.144936|25774.62|ACC02307|FAILED
32187|REF032187|2025-06-27 05:39:12.344933|47836.22|ACC03103|FAILED
32188|REF032188|2025-07-05 13:04:00.065479|70137.44|ACC04879|SUCCESS
32189|REF032189|2025-07-08 06:46:42.867088|4100.76|ACC05696|SUCCESS
32190|REF032190|2025-06-28 14:29:48.815498|76280.36|ACC03811|SUCCESS
32191|REF032191|2025-07-11 19:09:27.805209|23392.22|ACC08036|FAILED
32192|REF032192|2025-07-26 13:54:25.025122|68007.29|ACC07422|SUCCESS
32193|REF032193|2025-07-21 14:46:20.272329|99647.78|ACC04922|SUCCESS
32194|REF032194|2025-07-18 20:36:45.467124|34961.87|ACC03832|SUCCESS
32195|REF032195|2025-07-09 20:38:37.184481|6219.65|ACC04603|FAILED
32196|REF032196|2025-07-07 09:07:40.980347|78210.74|ACC08666|FAILED
32197|REF032197|2025-07-06 19:15:06.862944|24656.51|ACC08263|FAILED
32198|REF032198|2025-07-05 06:38:14.030239|84966.73|ACC04763|SUCCESS
32199|REF032199|2025-07-22 00:00:39.660517|80950.66|ACC08257|FAILED
32200|REF032200|2025-06-30 16:14:55.6234|52339.24|ACC04497|FAILED
32201|REF032201|2025-07-24 15:55:37.453887|17131.51|ACC02489|FAILED
32202|REF032202|2025-07-02 05:57:27.692738|1649.72|ACC03633|SUCCESS
32203|REF032203|2025-07-20 03:27:38.827458|91056.05|ACC06750|FAILED
32204|REF032204|2025-07-12 19:51:18.99855|39534.04|ACC02997|FAILED
32205|REF032205|2025-07-10 12:08:32.901447|61059.48|ACC05904|FAILED
32206|REF032206|2025-06-30 22:04:37.309505|17071.93|ACC07150|SUCCESS
32207|REF032207|2025-07-16 06:06:34.676669|57014.28|ACC02553|FAILED
32208|REF032208|2025-06-27 14:23:19.504215|74385.32|ACC06210|FAILED
32209|REF032209|2025-07-08 15:39:40.075642|88767.62|ACC03474|FAILED
32210|REF032210|2025-06-28 10:13:39.434452|13338.79|ACC03369|FAILED
32211|REF032211|2025-07-22 16:37:36.518094|24711.05|ACC08102|FAILED
32212|REF032212|2025-07-10 02:45:10.400208|51704.66|ACC02316|SUCCESS
32213|REF032213|2025-06-29 10:28:13.367807|19040.05|ACC06125|FAILED
32214|REF032214|2025-07-07 05:13:58.121536|64766.66|ACC01896|FAILED
32215|REF032215|2025-07-01 10:49:27.67603|98068.74|ACC04777|SUCCESS
32216|REF032216|2025-07-15 18:38:23.732087|55021.74|ACC07901|SUCCESS
32217|REF032217|2025-07-20 16:49:41.685651|59485.63|ACC06168|SUCCESS
32218|REF032218|2025-07-08 23:56:04.73609|85672.43|ACC07222|FAILED
32219|REF032219|2025-07-17 15:42:09.561355|46537.30|ACC08499|FAILED
32220|REF032220|2025-07-04 15:18:12.979273|59460.03|ACC06503|FAILED
32221|REF032221|2025-07-14 20:39:35.982505|10691.81|ACC08657|FAILED
32222|REF032222|2025-07-09 01:27:08.70367|78944.25|ACC04944|FAILED
32223|REF032223|2025-07-13 23:37:01.402766|7541.74|ACC05573|FAILED
32224|REF032224|2025-06-29 17:49:52.075671|25008.93|ACC09925|SUCCESS
32225|REF032225|2025-06-29 14:55:57.663908|39436.87|ACC03605|FAILED
32226|REF032226|2025-06-30 21:08:16.723749|61218.24|ACC07367|SUCCESS
32227|REF032227|2025-07-08 09:24:47.831448|57957.89|ACC03638|FAILED
32228|REF032228|2025-07-22 17:43:47.316963|26911.55|ACC07514|FAILED
32229|REF032229|2025-07-10 15:29:54.100363|94686.00|ACC05724|FAILED
32230|REF032230|2025-07-21 06:50:40.626287|41187.73|ACC06732|SUCCESS
32231|REF032231|2025-07-04 07:59:52.79034|40535.68|ACC09022|FAILED
32232|REF032232|2025-07-26 09:01:47.868535|64311.09|ACC04781|FAILED
32233|REF032233|2025-07-10 18:51:14.283142|60268.44|ACC09563|SUCCESS
32234|REF032234|2025-07-14 09:32:18.704625|41517.97|ACC05667|SUCCESS
32235|REF032235|2025-07-04 22:06:40.109679|31620.02|ACC08193|FAILED
32236|REF032236|2025-06-30 06:32:30.748392|60850.01|ACC07574|FAILED
32237|REF032237|2025-07-06 22:28:03.199486|87788.47|ACC09080|SUCCESS
32238|REF032238|2025-07-07 12:50:08.229319|35472.44|ACC08351|SUCCESS
32239|REF032239|2025-07-11 17:12:33.832487|4396.65|ACC09277|FAILED
32240|REF032240|2025-07-01 00:59:47.330608|37648.94|ACC03693|FAILED
32241|REF032241|2025-07-11 19:23:43.906704|16503.78|ACC01545|FAILED
32242|REF032242|2025-07-21 12:23:23.706031|800.18|ACC06976|FAILED
32243|REF032243|2025-07-20 03:40:07.921742|37442.04|ACC05120|FAILED
32244|REF032244|2025-07-20 19:57:35.933573|15490.01|ACC03569|SUCCESS
32245|REF032245|2025-07-12 15:28:59.251119|51502.24|ACC02292|SUCCESS
32246|REF032246|2025-06-27 11:33:39.035525|91948.15|ACC01491|SUCCESS
32247|REF032247|2025-07-13 09:12:57.992926|20295.03|ACC08859|SUCCESS
32248|REF032248|2025-07-09 05:03:31.158891|94804.17|ACC08791|FAILED
32249|REF032249|2025-07-06 11:47:39.751344|40323.76|ACC04829|SUCCESS
32250|REF032250|2025-07-24 09:18:29.882156|57145.86|ACC04789|SUCCESS
32251|REF032251|2025-06-30 05:50:24.99491|84863.39|ACC08006|FAILED
32252|REF032252|2025-07-04 10:54:43.942831|78969.95|ACC09805|FAILED
32253|REF032253|2025-07-12 10:11:28.362241|91926.67|ACC08172|FAILED
32254|REF032254|2025-07-21 14:34:33.710741|61616.59|ACC01181|SUCCESS
32255|REF032255|2025-07-15 16:07:10.285991|34686.67|ACC07401|SUCCESS
32256|REF032256|2025-07-04 19:22:29.173781|1376.95|ACC04732|FAILED
32257|REF032257|2025-07-10 18:08:10.95207|9576.00|ACC02836|SUCCESS
32258|REF032258|2025-07-05 20:11:42.800783|15546.21|ACC08651|SUCCESS
32259|REF032259|2025-07-14 22:23:03.130358|80602.89|ACC09058|SUCCESS
32260|REF032260|2025-07-22 03:33:28.188292|44792.05|ACC01969|FAILED
32261|REF032261|2025-07-21 07:51:48.05985|98941.07|ACC03322|SUCCESS
32262|REF032262|2025-07-19 00:13:14.71982|60026.42|ACC07491|SUCCESS
32263|REF032263|2025-06-27 18:02:46.163031|72461.84|ACC09116|FAILED
32264|REF032264|2025-07-07 23:30:48.714162|86999.29|ACC02432|FAILED
32265|REF032265|2025-07-10 07:53:10.300535|2185.84|ACC08821|FAILED
32266|REF032266|2025-07-17 06:30:07.670131|76841.37|ACC08406|FAILED
32267|REF032267|2025-07-22 22:08:57.379892|96184.34|ACC07591|FAILED
32268|REF032268|2025-07-06 01:52:29.61687|9654.11|ACC07202|FAILED
32269|REF032269|2025-07-25 11:36:18.808877|59016.45|ACC06144|SUCCESS
32270|REF032270|2025-07-25 20:41:37.310172|28337.84|ACC06869|FAILED
32271|REF032271|2025-06-29 09:34:15.394443|3224.77|ACC07610|FAILED
32272|REF032272|2025-07-10 08:17:35.815443|63364.69|ACC02227|FAILED
32273|REF032273|2025-07-14 13:38:14.793514|5203.92|ACC04108|SUCCESS
32274|REF032274|2025-07-22 12:23:41.488741|51593.23|ACC01824|FAILED
32275|REF032275|2025-06-28 04:36:20.22798|75047.81|ACC07533|SUCCESS
32276|REF032276|2025-07-23 07:12:56.86584|86725.99|ACC03394|FAILED
32277|REF032277|2025-07-13 11:48:59.807025|73214.81|ACC09445|SUCCESS
32278|REF032278|2025-07-01 01:38:54.068325|25994.29|ACC07787|FAILED
32279|REF032279|2025-07-08 18:59:49.991612|69807.29|ACC01255|SUCCESS
32280|REF032280|2025-07-04 00:11:14.552185|38670.55|ACC05777|SUCCESS
32281|REF032281|2025-07-13 16:27:19.210042|85647.90|ACC03608|FAILED
32282|REF032282|2025-07-06 17:10:32.457577|97009.87|ACC03822|FAILED
32283|REF032283|2025-07-14 18:01:20.304695|26110.18|ACC04585|SUCCESS
32284|REF032284|2025-07-25 09:09:35.389222|16769.82|ACC07660|FAILED
32285|REF032285|2025-07-22 08:36:53.411733|54829.36|ACC01031|SUCCESS
32286|REF032286|2025-07-16 02:49:42.844977|72122.95|ACC02067|SUCCESS
32287|REF032287|2025-07-05 21:05:41.498856|15561.36|ACC07392|SUCCESS
32288|REF032288|2025-07-11 00:14:14.377348|15122.39|ACC04893|FAILED
32289|REF032289|2025-06-28 13:46:22.533114|23368.92|ACC06071|FAILED
32290|REF032290|2025-06-27 17:56:35.831056|47067.94|ACC05167|FAILED
32291|REF032291|2025-07-19 03:57:40.959861|84665.78|ACC01491|FAILED
32292|REF032292|2025-07-24 09:09:36.52517|69526.42|ACC01811|FAILED
32293|REF032293|2025-07-08 14:39:20.880018|30468.11|ACC02075|SUCCESS
32294|REF032294|2025-07-16 01:41:27.642592|27514.70|ACC01664|FAILED
32295|REF032295|2025-07-05 06:27:49.381967|81733.80|ACC04563|FAILED
32296|REF032296|2025-07-20 11:17:10.696181|12576.57|ACC05051|FAILED
32297|REF032297|2025-07-07 18:23:13.581004|26774.43|ACC05563|FAILED
32298|REF032298|2025-07-15 21:28:29.367879|83721.14|ACC08096|FAILED
32299|REF032299|2025-07-15 00:04:23.775214|12788.48|ACC09430|FAILED
32300|REF032300|2025-07-18 18:24:14.60114|96721.40|ACC01015|FAILED
32301|REF032301|2025-07-14 05:15:46.205773|74501.76|ACC01724|FAILED
32302|REF032302|2025-06-28 16:13:05.9311|86078.35|ACC01043|SUCCESS
32303|REF032303|2025-06-29 03:30:26.956868|50975.41|ACC05996|SUCCESS
32304|REF032304|2025-07-23 08:33:19.934065|42788.18|ACC01988|SUCCESS
32305|REF032305|2025-07-12 05:07:36.165057|32959.41|ACC07980|FAILED
32306|REF032306|2025-07-05 03:44:10.966287|16134.55|ACC09680|FAILED
32307|REF032307|2025-07-05 02:25:12.814725|42528.23|ACC05302|SUCCESS
32308|REF032308|2025-07-16 00:46:23.712613|25727.62|ACC06270|FAILED
32309|REF032309|2025-07-15 00:22:53.887065|67334.98|ACC01200|SUCCESS
32310|REF032310|2025-07-23 17:51:16.048438|83993.92|ACC07625|SUCCESS
32311|REF032311|2025-07-01 19:20:03.777876|81862.35|ACC07288|FAILED
32312|REF032312|2025-07-10 15:44:54.104178|30152.02|ACC05698|SUCCESS
32313|REF032313|2025-07-22 03:44:37.084392|7774.92|ACC05955|SUCCESS
32314|REF032314|2025-07-14 10:34:57.210641|86056.83|ACC08261|SUCCESS
32315|REF032315|2025-06-29 13:07:11.524772|62812.56|ACC05391|FAILED
32316|REF032316|2025-07-02 05:59:14.101042|68204.32|ACC04890|FAILED
32317|REF032317|2025-07-10 06:56:56.130724|97476.15|ACC02316|SUCCESS
32318|REF032318|2025-07-04 17:20:52.304232|50356.28|ACC06490|FAILED
32319|REF032319|2025-07-09 20:52:23.297312|98135.16|ACC02058|SUCCESS
32320|REF032320|2025-07-08 07:54:36.823859|70723.43|ACC07854|FAILED
32321|REF032321|2025-06-27 15:01:37.400263|579.00|ACC06086|SUCCESS
32322|REF032322|2025-07-11 15:47:59.049632|16818.69|ACC02535|SUCCESS
32323|REF032323|2025-07-20 01:03:26.250234|98010.89|ACC04936|FAILED
32324|REF032324|2025-07-23 12:48:10.358214|69054.20|ACC06240|FAILED
32325|REF032325|2025-07-01 00:32:02.495243|39744.17|ACC02983|FAILED
32326|REF032326|2025-07-20 12:34:47.265955|19333.51|ACC01658|FAILED
32327|REF032327|2025-07-17 13:12:38.549901|33731.64|ACC06921|SUCCESS
32328|REF032328|2025-07-24 15:34:14.052646|79769.36|ACC02192|SUCCESS
32329|REF032329|2025-06-30 01:25:41.951987|89391.89|ACC08820|FAILED
32330|REF032330|2025-07-24 21:46:38.876921|63942.24|ACC05043|SUCCESS
32331|REF032331|2025-07-23 13:23:56.982212|17711.86|ACC08648|SUCCESS
32332|REF032332|2025-07-16 01:47:46.794591|19021.10|ACC02650|FAILED
32333|REF032333|2025-06-29 06:32:54.246596|2979.10|ACC05076|FAILED
32334|REF032334|2025-06-28 17:01:49.988555|86569.55|ACC05764|SUCCESS
32335|REF032335|2025-07-21 18:27:05.955001|5724.22|ACC02410|SUCCESS
32336|REF032336|2025-07-01 07:20:25.679188|26459.81|ACC05928|FAILED
32337|REF032337|2025-07-22 12:20:40.907773|52596.24|ACC06204|FAILED
32338|REF032338|2025-07-11 23:06:36.10342|52709.20|ACC01316|SUCCESS
32339|REF032339|2025-07-15 08:38:34.48708|21677.68|ACC06485|SUCCESS
32340|REF032340|2025-07-18 12:41:41.300473|13413.92|ACC03010|SUCCESS
32341|REF032341|2025-07-03 03:23:23.593983|86098.52|ACC08429|SUCCESS
32342|REF032342|2025-07-14 07:31:21.04334|3256.29|ACC03565|FAILED
32343|REF032343|2025-07-26 14:51:46.103583|54705.81|ACC02638|SUCCESS
32344|REF032344|2025-07-05 08:32:54.85302|98941.01|ACC06237|FAILED
32345|REF032345|2025-06-28 14:51:17.344986|20513.37|ACC02623|FAILED
32346|REF032346|2025-07-01 21:00:43.902875|93885.09|ACC01952|SUCCESS
32347|REF032347|2025-07-13 04:16:06.565879|83566.84|ACC04782|SUCCESS
32348|REF032348|2025-07-02 07:54:08.746458|10843.37|ACC01477|SUCCESS
32349|REF032349|2025-07-22 19:08:48.010601|80125.74|ACC08068|FAILED
32350|REF032350|2025-07-08 10:42:55.425912|54377.86|ACC08873|SUCCESS
32351|REF032351|2025-07-24 17:59:05.027037|94879.96|ACC03654|SUCCESS
32352|REF032352|2025-07-12 14:49:26.478222|28784.12|ACC06854|FAILED
32353|REF032353|2025-06-28 22:08:12.586965|45805.90|ACC06653|FAILED
32354|REF032354|2025-06-30 20:33:01.334475|44794.65|ACC02932|SUCCESS
32355|REF032355|2025-06-28 11:58:01.338531|15784.06|ACC01191|FAILED
32356|REF032356|2025-07-25 22:46:27.144788|30289.05|ACC05949|FAILED
32357|REF032357|2025-07-11 03:56:31.852235|23506.95|ACC02175|FAILED
32358|REF032358|2025-07-17 08:18:39.606061|11616.60|ACC06096|SUCCESS
32359|REF032359|2025-07-02 16:19:11.825071|12129.14|ACC03185|SUCCESS
32360|REF032360|2025-07-19 01:40:58.90254|71753.79|ACC06961|SUCCESS
32361|REF032361|2025-07-04 20:46:31.723153|6150.16|ACC06686|FAILED
32362|REF032362|2025-06-27 14:49:43.359061|16504.84|ACC01131|SUCCESS
32363|REF032363|2025-07-07 03:26:03.72865|47189.42|ACC07083|FAILED
32364|REF032364|2025-07-01 15:18:19.917728|31523.45|ACC03291|FAILED
32365|REF032365|2025-07-11 15:01:02.680268|94003.93|ACC05560|FAILED
32366|REF032366|2025-07-10 19:00:52.815122|74478.32|ACC06194|SUCCESS
32367|REF032367|2025-07-25 21:22:41.050937|70443.44|ACC04006|SUCCESS
32368|REF032368|2025-07-02 23:39:34.420481|920.96|ACC03108|FAILED
32369|REF032369|2025-06-28 12:48:51.421142|43904.33|ACC02075|FAILED
32370|REF032370|2025-07-13 01:54:26.726438|50837.47|ACC01709|FAILED
32371|REF032371|2025-07-07 01:32:34.277136|81809.66|ACC01417|SUCCESS
32372|REF032372|2025-07-01 17:01:03.059673|56078.31|ACC02165|SUCCESS
32373|REF032373|2025-07-14 04:22:34.124729|37340.43|ACC04721|SUCCESS
32374|REF032374|2025-07-07 21:50:39.652141|88722.85|ACC04368|FAILED
32375|REF032375|2025-07-26 20:35:09.960627|98007.01|ACC09750|FAILED
32376|REF032376|2025-06-27 01:26:20.648365|30480.78|ACC07755|SUCCESS
32377|REF032377|2025-07-13 23:25:35.125568|36688.64|ACC02965|FAILED
32378|REF032378|2025-06-29 06:03:36.60628|38274.03|ACC02617|SUCCESS
32379|REF032379|2025-07-06 09:15:41.369981|33793.96|ACC04911|FAILED
32380|REF032380|2025-07-10 05:08:31.567155|84321.99|ACC03096|FAILED
32381|REF032381|2025-07-19 02:31:50.282633|25437.64|ACC06790|SUCCESS
32382|REF032382|2025-07-18 00:59:45.210748|86853.21|ACC04648|FAILED
32383|REF032383|2025-07-14 01:23:24.136642|45005.07|ACC05585|SUCCESS
